sex,race,lsat,ugpa,zfygpa,bar_passed,tier
2,7,31.90975692,3.401012402,-0.04022381617,1,2
1,7,35.520101,3.599877076,-0.7150787184,1,2
2,7,33.19530718,3.071149759,0.5222136981,1,3
1,2,34.84130173,3.288718438,0.6930096436,1,2
2,2,32.85202566,3.077944982,-0.7091287395,1,3
1,7,36.98797957,2.67070494,0.5949987586,1,3
1,4,44.7315587,3.067054611,0.1686415058,1,2
2,7,30.60081356,3.775491328,0.04108526266,1,3
1,6,32.19590583,2.89734418,-0.7170180197,1,2
2,7,39.06012614,3.501920856,-0.03336528145,1,3
1,7,32.3318856,3.397004189,0.7653601947,1,3
2,7,38.78999431,2.455650004,-0.8628566277,1,3
2,7,35.72071635,3.299962931,-0.00816768791,0,5
1,7,38.21131436,3.069466229,0.4131113449,1,4
1,7,32.47310078,3.791366876,-0.02869265518,1,3
2,7,33.16342069,3.30037085,0.02005261202,1,4
2,7,32.4827029,2.923790283,0.8292936706,1,4
1,4,21.82527124,3.500970308,0.234529787,1,3
2,7,35.86613673,3.066678213,-0.043152776,1,3
1,7,41.74833197,2.917499918,1.447743236,1,3
2,7,37.93139833,3.201214372,1.243465874,1,4
2,7,33.34230836,3.501135262,0.9548695967,1,4
1,7,40.71486058,2.638162821,0.5240028845,1,3
1,7,30.25516643,3.39988643,-0.3614591424,1,5
1,7,29.76036597,3.500858562,-0.3795798862,1,4
1,7,30.26152005,3.300878066,1.154289869,1,3
2,4,27.4935198,3.078069446,-0.7102187205,1,3
2,7,41.38958619,3.400335928,1.676741683,1,6
1,7,23.88741444,3.195481241,-0.03576971622,1,3
2,2,36.19715819,3.071801311,1.048954946,1,2
1,7,38.32375331,3.786982881,0.6900821698,1,5
1,7,35.46445021,3.782908597,0.3534367365,1,3
2,7,35.9743843,3.071398184,0.9452344263,1,3
1,7,29.31710488,3.070735414,0.8073360382,1,3
1,7,35.479609,3.301000528,-1.285313822,1,6
1,7,35.62068755,3.40090066,-0.04016255699,1,3
2,7,32.61848869,3.50123934,-0.3977752006,1,4
2,7,33.33050287,2.906016748,0.4226908328,1,5
2,7,44.59217938,3.301155879,0.3794525573,1,5
1,7,29.25889817,3.40075713,-0.3238177862,1,5
1,7,30.64047784,3.401114479,0.9355640259,1,6
2,7,34.56974914,3.777534715,0.6916887695,1,3
2,7,32.87398522,3.777922209,-0.7387922462,1,3
1,7,35.43549193,3.776066973,0.7056513716,1,3
2,7,32.62122314,3.775661989,1.221492256,1,3
1,7,26.1776684,3.775279572,-0.7365175305,1,3
1,7,30.38195422,3.300955769,0.02263625475,1,3
2,7,31.93629702,3.495817421,1.160553595,1,2
2,7,30.1763429,3.773068883,0.68817321,1,3
2,7,37.1106967,3.602199177,1.490509519,1,3
1,7,36.69877414,3.201969432,1.068109267,1,4
2,7,32.32053268,3.300629321,0.3566573427,1,3
1,7,32.35624539,3.501808427,-0.3744212757,1,3
1,7,41.38468989,3.402418389,1.246651559,1,3
2,7,41.21177648,2.472849671,0.01542242745,1,3
2,7,38.05772267,3.778804905,0.3648374823,1,3
2,7,35.80682261,2.660479174,-0.6761215574,1,3
1,7,40.92178783,3.777722745,0.008640018964,1,4
2,7,45.51436059,3.202000149,0.01994415934,1,4
2,7,39.16602149,3.048371256,-1.592543813,1,3
1,7,32.84026926,3.491360524,0.08501546099,1,3
2,7,44.20330102,3.392788968,0.7200009664,1,2
2,7,41.05956743,3.071397304,0.1393765706,1,3
2,7,33.56243149,2.669170311,-0.04759928933,1,3
2,4,29.76959165,3.070753553,-0.03564657229,1,3
1,7,29.82030164,3.603164636,-1.41451557,1,3
2,7,38.41427601,3.201016793,0.0465199624,1,2
2,7,30.72568901,3.601223318,0.8392735307,1,4
2,7,30.13106413,3.397624034,-1.612086408,1,3
1,7,37.72459722,3.603127799,-0.2974278418,1,3
2,7,31.85756458,2.26573315,0.03997095341,1,5
2,7,36.28389872,3.196425254,1.002277043,1,3
2,7,35.92968853,3.599808378,1.04504346,1,2
2,7,35.31917649,3.602166239,-0.04749381988,1,3
2,7,36.19189444,3.188659519,1.124349829,1,4
1,7,35.96538587,3.398841703,0.8806337477,1,2
2,7,32.27238996,2.860116055,1.076097914,1,4
1,7,44.30702227,3.071422059,-0.2295840828,1,5
2,7,44.52918581,2.448001663,0.3487742196,1,5
1,7,26.18874651,3.070348125,-0.04793077992,1,3
1,7,32.92880688,3.601084795,0.04275682121,1,3
2,7,29.99638652,2.656638852,-0.4104612073,1,3
2,8,27.80955986,3.401963775,-0.4032064594,1,3
2,7,29.06465128,3.782249522,-0.6092690629,1,3
2,7,38.42796607,3.06683429,0.3762035285,1,3
1,7,24.82162333,2.669529723,-0.2216605899,1,5
2,7,35.55441442,2.659867714,-0.04538686265,1,4
2,7,41.39339833,3.201439912,-0.2172068294,1,3
2,2,38.46598658,3.78272847,2.004201568,1,3
1,7,44.46497312,2.909544039,-0.3977323157,1,4
1,7,46.52188071,3.066230515,-0.3891013697,1,4
2,2,29.94751973,3.500220923,-0.002532806171,1,4
1,7,32.65419199,3.070231658,-1.539878238,1,4
2,7,35.49755976,2.654533653,-0.03480199282,1,5
1,7,32.87054833,3.78428299,0.3830267721,1,3
1,7,46.25181699,3.502685862,0.1057903181,1,4
2,7,38.12811458,3.498763194,-1.633386709,1,3
1,7,38.35779509,3.200160319,0.3545672057,0,5
2,6,40.68958545,3.297244918,-1.277643829,1,2
1,7,32.94588984,2.91173609,-0.3913449421,1,5
1,4,28.62167587,3.069901402,0.4924975477,1,2
2,7,37.15075483,3.077599567,1.335979462,1,4
2,7,35.29736939,3.200393698,1.492579632,1,4
2,7,38.87952472,3.498199117,1.336517213,1,3
2,3,32.44629276,3.783117908,-0.4091734555,1,4
1,7,41.25065535,3.070943265,0.7985819636,1,3
2,7,38.44318922,2.673200916,0.7073563934,1,6
2,7,29.69263974,3.300256209,0.3520961544,1,3
1,7,37.27325379,3.066917383,0.7567363033,1,3
2,7,35.68883776,3.776037111,0.3561433323,1,3
2,7,39.3590574,3.071777762,1.292173597,1,3
1,7,37.45377359,3.300083726,0.3815392023,1,4
1,2,40.90122358,3.775085773,-0.7354354677,1,4
2,7,40.64219136,3.400340695,0.7724099777,1,3
1,7,44.58962195,3.076743865,-0.3138428056,1,3
2,7,35.58707837,3.299918341,0.3483755208,1,3
1,7,40.68111945,3.502044251,0.8293646421,1,4
2,7,27.2389229,3.070519849,0.6996277654,1,2
1,7,39.25868319,3.300982702,0.08580765123,1,2
2,7,29.86103537,3.202856378,0.7799531229,0,4
2,7,38.3170727,3.76948551,-0.2973753295,1,5
1,7,33.33882518,2.846243932,1.298037649,1,4
2,7,32.93661481,3.297928783,-0.3610826866,1,3
2,7,44.99390424,3.40158501,0.5159340856,1,3
2,7,35.76165047,3.054610202,0.7084907985,1,4
1,7,38.47568379,3.400223133,0.7689604818,1,5
1,7,30.9884526,3.201220355,2.100211359,1,3
2,7,35.53876861,3.757650768,1.465933165,1,3
1,6,31.83926582,3.401576395,-0.3984954486,1,4
2,7,38.59690498,3.601228301,1.207419594,1,4
2,7,38.33780454,3.201245609,2.089242701,1,3
1,3,37.2353817,3.782950708,-0.3242273543,1,3
2,7,28.66836561,3.778780373,0.1281766107,1,3
2,7,28.70351691,3.069237776,-0.04860432534,1,3
1,7,33.27811273,2.472824919,-0.2841604554,1,3
1,2,29.97599466,3.011924967,-1.133402918,1,4
1,7,32.70425837,3.773998544,-1.399974652,1,3
1,7,38.09773413,3.782675953,-0.634920898,1,3
2,7,29.7573409,3.202374401,-0.01432896014,1,3
2,7,45.27365355,3.487282218,0.1207057074,1,3
1,7,35.48330189,2.657344028,0.748308649,1,3
2,7,35.32091509,3.057798366,1.29042146,1,3
2,7,31.87913193,3.719222958,1.300722119,1,3
1,7,32.53639728,3.300634334,-0.04152399922,1,4
1,7,38.32090984,3.400120015,-0.0285552833,1,5
2,7,35.78502164,2.785613119,0.7627306426,1,4
2,7,34.80866632,3.293571326,0.1549082991,1,5
2,7,21.68939358,2.886715352,0.994666846,1,4
2,7,44.60595826,2.911375526,0.7024418329,1,3
1,7,37.35459308,3.20049637,-0.03734729208,1,4
2,7,33.10475416,3.071739449,-1.159068405,1,3
2,7,32.91261212,3.782441815,0.3496950032,1,3
1,7,35.9083658,3.401005267,-1.389832078,1,3
2,7,29.08459017,3.300262599,-0.006658060905,1,4
1,7,40.16937462,3.032183835,0.7426470157,1,5
1,2,40.58848692,3.401229447,-1.109285166,1,3
2,7,38.35018207,3.300862517,0.1118317495,1,3
2,7,32.63363382,3.400527683,-0.2592971959,1,5
2,7,40.91643848,3.498954947,-0.03809425551,1,4
2,7,24.84450036,3.301200642,1.271072084,1,3
2,2,44.91837247,3.398867521,0.07974270246,1,5
2,7,45.00328927,3.787902391,-0.315593022,1,5
2,7,30.57920728,2.910308426,-1.334868127,1,5
2,7,28.91032058,3.747263472,0.3879671536,1,3
1,7,36.05211507,3.494594132,1.08334308,0,3
1,7,33.00911028,3.501039078,0.904031147,1,4
1,7,32.73448937,3.029030764,-1.603043184,1,3
2,3,28.94650048,2.677252599,-0.0007491823926,1,5
2,7,37.39633996,3.780820068,-0.7396845037,1,3
2,7,38.66656017,3.070781185,0.8373947908,1,4
1,7,30.93470375,2.670005641,-0.6092354809,1,3
1,7,47.03012053,3.301015076,0.95997772,1,6
1,7,37.95843849,2.907565819,0.3737189804,1,5
2,7,33.23992984,3.60104199,0.4533976321,1,3
1,7,32.82521849,3.294646272,0.710638217,1,4
2,7,29.86833309,3.015078365,-0.2844238642,1,3
1,7,26.79331996,3.50423531,1.082529245,0,4
1,7,31.82194411,2.453983952,0.5039891533,1,3
2,7,39.08319442,3.599486336,1.152429656,1,4
1,7,33.64819647,3.201225309,0.8167052803,1,5
1,7,39.55234457,3.300774248,0.3844910378,1,4
1,7,37.70232797,3.070126968,0.04719897528,1,2
2,7,40.45280352,3.061619056,1.056382787,1,2
1,7,42.60474178,3.786236882,-0.03482692577,1,4
2,2,35.45540806,3.601274755,0.8865184078,1,4
2,7,32.72629288,3.402281298,0.3868962704,1,2
1,7,36.11968836,3.498615433,-0.4981896664,1,3
1,7,38.19169757,3.075965422,0.3491955062,1,4
1,3,35.33305293,3.784916262,0.37750919,1,2
2,7,28.36167191,3.401736097,-0.491345906,1,3
2,7,30.02317187,2.912269858,0.007890557335,1,3
2,7,35.67563445,3.400124177,-1.55329189,1,3
1,7,32.87003556,3.298929821,-0.04067722717,1,2
2,7,35.70262242,3.500981687,-0.03999225379,1,5
2,7,35.5540721,3.070620736,-0.2256671699,1,5
2,7,28.02781025,3.300583722,-0.4061168944,1,2
2,7,31.88329889,3.0695003,-1.152341229,1,3
2,7,30.0220311,3.300809175,-1.606203931,1,5
2,7,38.90809765,3.070109756,-0.7194917676,1,3
2,8,34.62527228,3.601523715,0.7012509617,1,5
2,7,38.20058682,3.601172777,-1.53282653,1,4
2,7,41.63361539,3.287179099,0.8307274247,1,4
1,7,32.64017118,3.077298815,0.710997726,1,4
2,7,34.67562785,3.399387791,-0.04646046643,1,3
1,2,28.72599096,3.748252282,0.6889561673,1,3
1,7,33.41072692,3.02983263,0.160569901,1,4
2,7,32.56939673,3.065965722,-0.3770629596,1,5
2,7,38.19460366,3.06778556,0.09296257138,1,3
2,7,37.9716159,3.599996493,0.4161624021,1,2
1,7,31.67955213,3.784628108,-0.5165699336,1,4
1,7,32.78034555,3.600234741,-0.04391887462,1,4
2,7,32.75436231,3.069145376,-1.642779928,1,3
1,7,35.8247409,3.783427583,0.9101913946,1,3
2,7,28.77362484,3.501885518,1.244082392,1,4
2,7,38.7845282,3.2036977,-0.6112681939,1,3
2,6,35.53736526,3.072311215,1.147022719,1,5
1,3,35.03122307,3.30103963,0.4267861501,1,3
1,7,34.4054482,2.812884555,0.125103632,1,3
1,7,32.66533794,3.503304999,0.5285722209,1,4
2,7,35.7876189,3.777459754,0.003061898312,1,3
1,2,28.52847295,3.593514649,0.7620852424,1,3
1,2,38.20006716,3.707462041,-0.005100323513,1,3
2,1,35.50903801,3.602899014,0.03592584389,1,3
1,7,41.26232185,3.60532162,-0.647858093,1,3
2,3,35.57495349,3.065579374,0.4092388141,1,4
2,7,32.5911601,3.399448442,0.7060006381,1,3
1,7,29.36688333,3.403412514,-0.7179925736,1,4
2,7,35.47286729,3.200326769,-0.04859455842,1,3
1,7,32.70544509,3.069582748,0.7449948842,1,5
1,7,38.76543197,3.300592994,0.8193383734,0,4
1,7,31.85752456,3.500487154,-0.2389991262,1,3
1,7,37.19744887,3.782954047,-0.8806355052,1,3
1,7,25.55563272,3.19630984,0.1955990089,1,3
1,7,32.06913724,3.811007102,-1.499818929,1,5
2,7,35.51322542,3.075318713,-0.2196716721,1,6
1,7,38.46366411,3.071105439,-0.583127201,1,4
2,7,30.01535826,2.437883795,-0.3097913701,1,5
2,7,24.46480785,3.494944363,0.7253768721,1,5
2,7,32.63463088,3.067411674,0.8850382341,1,4
1,7,32.68519774,3.788756605,-0.5034516382,1,5
2,7,40.92056763,3.785317269,1.786599043,1,5
2,7,43.38771213,3.601508222,0.6910050406,1,4
1,7,39.83400951,3.50004252,1.066416901,1,3
1,7,42.42315236,3.400762935,0.2759728868,1,3
1,7,36.21596947,3.074031492,0.1952621068,1,4
2,7,38.38638729,3.300447527,-0.03217579423,1,4
1,7,35.66116022,3.070832412,0.7316189643,1,3
1,7,40.8356267,2.911632091,0.3571360052,1,5
1,7,28.58215607,3.300573306,-0.3077964005,1,5
2,6,27.66022226,2.877268469,-0.5173524872,1,3
2,6,41.31995742,3.203557973,1.226262399,1,5
2,4,32.74632157,3.400558269,-0.7393247548,1,2
1,7,37.85745769,3.40071987,-0.01470311291,1,3
1,7,33.28867648,3.401051392,1.250863449,1,3
2,7,32.25300021,3.299809311,0.687444898,1,3
1,4,23.8110423,2.910582095,0.347696146,1,5
1,7,32.69267824,3.065707418,2.231626031,1,3
2,7,30.3225437,3.781379529,0.3999122848,1,3
1,6,35.28876586,3.600271887,-0.04828044895,1,3
1,2,38.25162661,3.298383423,-0.0469041238,1,4
2,7,40.86259103,3.195060938,-0.2655081401,1,2
1,3,35.66569377,3.055870683,0.7828060262,1,4
2,7,38.24135431,3.070822531,0.7273328712,1,5
2,7,38.1689782,3.067566299,0.03662979632,1,5
1,7,26.05078081,3.397873692,-0.3993129523,1,3
1,7,40.89862231,3.058519863,-1.643498362,1,4
1,7,36.88821759,3.201480562,0.1071948965,1,2
1,7,41.48463075,3.499732971,-1.149829485,1,3
2,7,40.87922397,3.403835641,-0.3391520361,1,2
2,7,35.50809636,3.400914955,-0.04065473003,1,5
2,7,45.22390771,2.912212355,0.3542756262,1,3
2,7,32.94396736,3.777762484,0.4917935812,1,5
2,7,32.58214078,2.616386137,1.527337609,0,3
1,7,34.45623462,3.77648406,-1.345595476,1,3
2,7,44.42602682,3.400864474,-0.3746860044,1,5
1,7,32.52871432,3.781234285,1.56823296,1,3
1,7,44.80407788,3.07097884,1.121684821,1,3
2,7,32.8959073,3.749919444,0.06450557586,1,3
2,7,35.81710092,3.601972584,1.208973091,1,2
1,7,33.01263458,3.061988108,1.270815037,1,4
1,3,29.92825194,3.704465827,0.938782982,1,3
1,7,32.63095634,3.0729778,-0.0275929161,1,5
2,7,33.20682365,3.40096266,-0.641059266,1,3
2,7,30.33590474,3.594520215,1.086281289,1,3
1,7,31.84391978,3.785663009,-0.3580947177,1,5
1,7,37.30799931,3.300762013,-0.7223667772,1,3
2,7,44.10998906,3.601321421,-0.1960742844,1,5
2,7,35.84087858,3.775391603,0.03439218163,1,5
2,7,28.93035019,3.493983372,-0.7366533329,1,3
2,7,36.01822791,3.780119306,-1.152838105,1,3
1,7,30.27869907,2.670817848,0.7338765837,1,3
2,7,38.84287411,2.999019257,-0.2707944714,1,4
2,7,45.08826721,3.076917951,-0.01673160921,1,3
1,7,34.83216286,3.070220404,0.3595382172,1,4
2,7,35.93689799,3.054546566,1.386047516,1,2
2,7,31.83687491,3.066456081,-0.2854970299,1,4
2,7,33.3368242,3.071134424,-0.2820337942,1,5
2,7,37.2506947,3.065670236,-0.03027628107,1,4
2,4,32.62028272,2.66998624,-0.0195392599,1,5
1,7,44.63979477,3.782636784,-0.331108698,1,5
2,7,32.78376107,2.692542157,-1.078059176,1,5
2,7,32.43792696,3.072418532,2.372573872,1,6
2,7,44.47225414,2.640755026,1.193848043,1,5
1,7,35.68527926,3.07086076,1.431073849,1,3
2,4,28.40694726,3.509721089,-0.1086284487,1,5
2,7,34.58589713,3.072365371,-0.7402261894,1,5
1,6,35.98688892,3.601943326,0.9606517613,1,3
2,7,38.32621099,3.600044058,-0.6897924302,1,4
2,7,38.26914645,3.070288253,1.279957116,1,4
2,7,44.45251354,3.601484255,0.8927171024,1,3
1,7,35.80519445,3.794463259,1.116694605,1,5
2,7,38.55887836,3.201492746,0.3494902242,1,5
2,7,38.44836773,3.499801575,1.112894363,1,3
2,7,29.73616784,3.076069677,0.4980701363,1,5
2,7,38.34756707,3.072444948,1.726530266,1,3
2,7,35.72349171,3.587947122,-1.056669782,1,4
2,7,30.25014354,3.072741382,0.4440539556,1,3
2,7,35.53150657,3.067162701,-1.600869299,1,3
1,7,38.21641292,3.775830434,0.3106713678,1,3
2,7,32.87682735,2.911310968,0.3516134252,1,4
2,7,37.66647809,3.069789179,-0.4011630899,1,3
1,7,28.49934399,3.025586353,1.001892289,1,4
2,7,31.57703907,2.677134692,0.3424317311,1,4
1,7,35.55817813,3.300952931,0.08473857877,1,3
2,7,31.86049641,3.200195317,0.3573211579,1,4
1,7,31.41235653,3.017802235,1.055539875,1,2
1,7,33.70952008,2.916306819,0.9653466792,1,5
1,7,28.86930447,3.200449875,1.453751668,1,3
2,7,33.07211496,3.010229077,-0.3803310111,1,6
1,7,38.26646856,3.070543018,0.6909042569,1,3
1,7,38.83151568,2.919068825,0.3869915304,1,5
2,7,44.52338184,3.300971015,-0.2639059434,1,5
1,7,41.0421348,3.069130275,0.08640626378,1,5
1,7,34.54580275,3.500938255,0.2752551067,1,3
2,7,35.35152275,3.78148513,0.8621750071,1,5
2,7,40.74379922,3.494757065,-0.4086045105,1,3
2,7,35.64684133,2.456500488,1.699843421,1,5
2,7,32.83595859,2.663400015,0.4010559855,1,6
2,7,35.46469913,3.07647992,0.03617625909,1,3
2,8,32.88094802,3.068950707,-0.3945118038,1,3
2,7,35.67350087,3.30070448,-1.642514281,1,2
1,7,40.45893425,3.400737573,0.4195501555,1,2
2,7,29.89018835,2.664794473,-0.4103378178,1,3
1,3,35.60955707,3.77517799,0.3484113697,0,3
2,7,37.71483783,2.496290411,0.7241391703,1,2
1,7,35.97834588,3.201003604,-0.6269818183,1,5
2,7,45.06151176,3.187759461,-0.9432865209,1,4
2,7,32.89262828,3.30288222,-0.4034569447,1,2
2,7,32.87415335,3.773607828,-1.108064842,1,3
2,7,38.03229397,3.300180054,-0.7236775242,1,5
2,7,41.23011521,3.601325038,-0.06093539417,1,3
2,7,33.15127751,3.066208961,-1.054799855,1,4
2,6,38.26192919,3.302453669,-0.7279783102,1,4
1,7,38.28681291,2.549974618,0.8286814441,1,2
1,7,30.08983183,3.500892667,-1.152679703,1,3
2,7,40.62097741,2.911260768,1.052519871,1,5
1,7,35.5710859,3.300076052,1.094333876,1,5
2,7,39.68055575,3.400677492,0.7828295743,1,5
2,7,44.22760664,3.399947943,1.004841177,1,5
2,7,29.79951132,2.881567009,-0.04769590875,1,4
2,7,38.8342853,3.783476755,0.89063607,0,4
2,8,33.58809984,3.854471315,-0.02683230556,1,3
1,7,37.15155947,3.501214204,-1.229781425,1,5
2,7,29.84367699,3.200482025,-0.3413163539,1,3
1,7,44.87491475,3.401066121,0.4649521316,0,3
2,7,40.66967507,3.300814291,1.294250078,1,2
1,7,31.89560749,3.066030777,0.7140210613,1,5
1,6,41.11037308,3.199708998,0.3843329669,1,3
2,7,32.46303166,3.500894957,-0.2463075905,1,2
2,7,36.25986983,3.20175306,1.539814565,1,3
1,7,28.21524261,3.400883821,-0.211746282,1,3
1,7,39.08935421,3.78526976,-0.002893072506,1,3
2,7,30.04865916,3.6011789,-0.3699439991,1,4
2,2,36.28537604,3.501299224,1.392141074,1,3
1,7,29.79195303,2.919991433,-0.03901249217,1,3
2,7,30.17065659,3.774504035,0.7942912235,1,2
2,7,44.44831621,3.061895763,0.5258949834,1,3
1,7,28.24999472,3.070885541,0.7426110342,1,3
1,7,44.67486138,3.78221328,0.363026651,1,3
2,7,32.37366206,3.071927185,1.080879436,1,3
2,7,39.29169778,3.300337727,-1.379497523,1,5
1,7,33.01517242,3.070325407,0.7880496814,1,4
2,7,35.37457411,3.779129639,-1.565386406,1,2
1,7,28.65409498,3.601161775,0.7342192496,1,5
2,7,32.68493958,3.501092295,-1.098985092,1,5
1,7,38.37681756,3.201034646,-0.6051094962,1,3
1,7,32.95512942,3.076486831,0.1481860137,1,4
2,7,26.02588089,3.070014856,0.4620780864,1,3
1,7,35.12603666,3.066409648,0.6886412318,1,5
2,7,38.36078473,3.200776984,-0.360454569,1,5
2,7,35.45257663,3.602722797,-0.6131314687,1,5
1,7,38.50210114,2.612674932,-1.054974737,1,5
2,7,38.29272545,3.067416205,-0.01524616031,1,4
1,8,34.5805765,2.677035546,-0.05280777168,1,4
1,7,31.68556908,3.601169663,1.007234528,1,3
2,6,32.94531661,3.070764723,0.36713757,1,3
2,3,38.29452987,3.401076645,0.4185392414,1,5
2,7,34.61604018,3.598055351,0.7731991752,0,2
2,7,29.96007725,3.20223156,-0.04619112534,1,3
1,4,24.75071987,3.200193923,-1.047216158,1,3
2,7,38.1512679,3.067218317,1.042332569,1,3
2,7,38.54458312,3.028934118,0.04647308118,1,3
2,3,38.03665176,2.92282428,-0.4113069627,1,4
2,7,38.43697489,3.601258873,0.7624453058,1,3
2,7,36.88102862,3.075101201,1.305897778,1,3
1,7,32.69570019,3.071882536,-0.04855283308,1,2
2,7,34.90364378,3.502584801,1.483817576,1,3
2,3,33.09792574,3.049903778,0.8573463578,1,5
2,7,32.71902604,2.913109078,1.003651178,1,5
2,7,38.68333556,2.655842626,0.3483300062,1,3
2,7,36.48285878,2.388660271,1.051165151,1,3
1,7,41.76346527,3.300787717,1.318330466,1,3
1,7,34.49141811,3.071119485,-0.959657884,1,3
2,2,35.88172339,2.675019311,0.9135669364,1,5
1,7,44.55121543,3.302298893,-0.395071763,1,3
1,7,34.87907309,2.669225139,-0.409393439,1,3
1,3,31.76636279,3.073302921,1.470799686,1,3
1,7,45.07817121,3.783060867,0.1050016227,1,4
1,7,30.3199466,2.112585519,-0.346281637,1,3
2,7,45.36506475,2.59872814,-0.2324776828,1,2
2,7,38.99941658,3.604395311,-0.1150524715,1,4
1,7,38.5176825,3.06963795,-0.6875328303,1,4
2,7,35.44150401,3.785772197,-0.7180210494,1,2
1,7,40.07005863,2.669233464,0.7135061709,1,3
2,2,34.65513446,3.200249942,-0.0400538319,1,3
2,7,38.73850817,3.10018761,-0.2903149073,1,4
1,4,28.51600005,3.599305277,1.604649929,1,3
2,8,40.68998512,3.06790254,-1.544524467,1,3
2,7,41.68136686,3.501334634,1.185016869,1,3
1,7,35.56572787,3.50269192,0.9938732479,1,3
1,7,38.59965079,3.30088403,0.1613674491,1,5
1,3,31.87904884,3.069614944,0.7218722568,1,3
2,7,34.54194002,3.505169571,0.6925459464,1,3
1,3,38.56187601,3.072902328,1.05207327,1,3
1,7,40.40115298,2.912397698,0.8979719484,1,6
1,7,44.64352484,3.739321752,-1.471996362,1,4
2,3,38.11711184,3.300968463,-0.2703505777,1,5
1,7,30.64162788,3.778050268,0.05017791651,1,4
1,7,35.66853628,3.401410196,1.978315785,1,6
1,7,38.2990846,2.470641856,0.6289199541,1,5
2,7,29.92248089,3.056433568,0.3488377544,1,2
2,7,38.12903431,2.669718416,-0.03719830336,1,3
1,7,45.42241729,3.603505221,1.470769414,1,2
2,7,28.91705061,3.066463496,0.7160044493,1,3
2,7,35.8599139,3.782933648,0.7914005276,1,5
1,3,35.57608389,3.297462107,0.8872519169,1,5
2,7,44.72830261,3.067285023,-1.101491767,1,3
2,7,35.41303795,3.042007853,-1.068382846,1,4
2,7,33.16750524,2.671939546,-0.2459264211,1,3
1,7,41.32507014,3.301010369,-0.51585818,1,3
2,7,32.67186402,3.068408415,0.8717197871,1,4
2,7,29.10644384,3.401433898,0.9514732761,1,4
1,7,38.71307093,3.601065083,0.7491219994,1,4
2,7,39.06194009,3.076323902,0.01738007703,1,4
1,7,31.86455824,3.600882968,0.879966966,0,3
2,7,31.84270127,3.502262449,0.907301685,1,3
2,7,44.22416919,3.301749042,-0.7405671201,1,3
1,7,35.43489566,3.500922944,-0.05247778179,1,3
2,8,38.58164967,3.401520587,-0.3693204735,1,4
1,7,38.25580148,3.200442954,-0.9987307333,1,2
2,7,33.0860108,3.783610971,0.957696524,1,3
2,7,31.95966857,2.473868146,1.668414895,1,5
2,7,35.94740366,2.652898398,-0.3103637271,1,3
2,7,26.57926658,3.600070687,0.4777165041,1,5
1,7,35.38425862,3.070664131,1.317342254,1,5
1,2,35.75497199,3.301158714,0.2600434807,1,3
2,7,32.99837383,3.20103041,-0.5267659254,1,5
1,6,45.59806889,3.306607209,0.2297618308,1,5
2,2,33.06914302,3.776876018,1.418694031,1,3
2,7,37.71545057,3.059610005,0.797412298,1,4
1,7,34.38403821,3.78121355,0.1154113183,1,4
2,7,29.9832591,3.064999767,0.3134534517,1,3
2,7,32.76621927,3.202253425,-0.7407489576,1,3
1,7,29.75501278,3.06062312,-0.3813184732,1,3
2,7,45.24903323,3.200915531,0.3488600329,1,3
1,7,43.33298804,3.199076046,1.25472786,1,3
2,7,38.03566312,3.071005622,-0.02076182583,0,3
2,7,32.93883479,2.914733466,1.282410748,1,3
1,2,38.40148169,3.300782863,0.0369191131,1,3
1,6,35.7545021,3.19936825,0.5885868556,1,4
2,7,31.83707534,3.078018508,-1.572840646,1,2
1,6,37.26581651,3.065059882,0.402518797,1,5
2,3,32.64489483,3.069762292,0.06432940978,1,3
2,7,35.29161552,3.501144493,0.77695638,1,2
2,2,44.78286195,3.30085784,-0.6649551364,1,3
